poem,gpt_lp
"над с крыльями взъерошенным 
 мать как воин молитвы яркость чувств бега 
 рисуя звуки лишь сброшенным 
 без невзгод своей волей снега",-8.842999458312988
"вспыхнет аромат зачем смотрю на разговорчики 
 страстей и просто уютно ей доме куплен 
 душа рождается сон помидорчики 
 соль берегов какой летний вырастает искуплен",-8.879029273986816
"твои глаза каждый момент за соликамск 
 эти двоих одолеть им что набери 
 уж не послал и не мск 
 поцелуя страшно каждой спелой песнь сизари",-8.885666847229004
"вас принадлежу дано ли непрестанная 
 мне беречь о нас он одинаковы 
 жизни сном ты один мне гортанная 
 когда горит ты любви твоей богаче знаковы",-8.88766860961914
"мир чтоб фальши полёт нет уж стреляло 
 явь а мальчик свет господа преподнесён 
 сокровище благодать правда жизнь сильнее погуляло 
 чистой собой вспоминает души обнимай не превознесён",-8.894497871398926
"назвали мгновенье прям в небо приписало 
 же расскажи так где господь пробегают 
 взор ты в месть на всех подписало 
 этом мир наш наш божий бегают",-8.90418815612793
"белого в небе леса не смею убегающих 
 будут только общей мгновением лежала подчистую 
 отвечал мы к шагающих 
 земле хороших три исколотую",-8.906853675842285
"сорок десяток дней сравнима 
 нашу суть до креста отход 
 вовсе не хмурым стало собака заменима 
 не спеша придёт пусть ноет владимир вход",-8.907781600952148
"в плен с мальчиком 
 чудо ждал дом лунный шум резец 
 дали для наших мира пальчиком 
 ореховый любимица христа пенье светлого образец",-8.988617897033691
"облаков под ноги полынь планету лучшая церквушкой 
 моих дел был подтверждалось 
 но моя в плен ловушкой 
 хочу стал чужие отдалось",-9.011224746704102
"у бога глупый знать будет прор 
 здоровья силы и нашей жизни хоть быта 
 осознал наш и мир спасён он террор 
 оставила не здравствует мудрость позабыта",-9.06331729888916
"счастья и словесных пути яс 
 ты дверь мне дай на всю считались 
 через вашу просто экс 
 них принимаем судьбы сталинский читались",-9.155373573303223
"благодаря другого даже реку обитатель 
 писал народ то глупы и таким вкусностей 
 посмотрим теперь стань может в мечтатель 
 плену музы мои не статей",-9.174703598022461
"сердце согревает как гранит ракушек 
 жизни волю правильный всю красные смехи 
 земля дни журчат выпала макушек 
 полна игра уж ваши мечты помехи",-9.178226470947266
"с народа а здесь там идеи рвану 
 затей гордыня даже и права мозг 
 ландыши верность плоти озаряющий морали часы тишину 
 школы голодная воск розг",-9.19691276550293
"под ногой дожди нам солнечный приют шальное 
 не ласкает лица подготовить 
 чаще и облака резное 
 золотая осень а силу приготовить",-9.208107948303223
"красивой сижу на английском 
 боже над тонкой колише 
 тих свежий снег олимпийском 
 нравится тут так знать не корабль заколише",-9.334573745727539
"то увы его показал товия 
 тому ловко почти сломать реально оголит 
 два стреляет чтоб ещё прямо здравствия 
 как суть закатный просто сателлит",-9.415142059326172
"простая полет клавишные лета у небесной узнано 
 горный трепетно вновь ревность хранил приткнулся 
 редкий раны жилище и алого 
 начало жизнь будет оставит мир очнулся",-9.528218269348145
"бежит игрушки игра приобрели 
 в непогоде и вот деньги сделать впечатлила 
 стал тот сталь любой наконец всели 
 захочет найти слава богу надо отчаянно наводила",-9.532709121704102
"вальсе стеклу золотая побыстрее 
 полагается мне я до моря заведомо 
 люблю ушёл и будто бодрее 
 вся лежат с неведомо",-9.972054481506348
"нашу ваша а мы ближним ответ набирают 
 испытаний пошутила случается довод 
 хорошее верю ты любим нас сжимают 
 счастья рухнет мудрый повод",-10.370022773742676
